country,import_country,imports,exports
Brunei Darussalam,Australia,0.0,143.79450867
Slovakia,Poland,4315.111881,1189.747845628
Slovakia,China,4281.29753918694,0.0
Slovakia,Czechia,3633.2202621845,1737.985571802
Slovakia,Germany,2343.01808803726,2405.27027803
Slovakia,United States of America,813.2942467381,896.33274633
Slovakia,India,605.7052071006,0.0
Slovakia,Italy,558.1357361123,822.009754148
Slovakia,Austria,455.67552659014,753.17082521
Slovakia,Others,4616.07137043457,4945.77222642403
Slovakia,France,0.0,583.080670915
Slovakia,United Kingdom,0.0,555.02149661
Germany,China,98151.1689715594,27992.1172008947
Germany,United States of America,27486.95154391,42312.915066192
Germany,India,21607.00985872,0.0
Germany,Poland,13435.759397793,0.0
Germany,Czechia,10494.784494833,0.0
Germany,Italy,10271.3444145836,19472.399210087
Germany,Japan,10253.82762641,0.0
Germany,France,10078.591074608,23340.1829037139
Germany,Others,127715.83194234,149411.685832911
Germany,United Kingdom,0.0,25270.2110941286
Germany,Switzerland,0.0,12896.8076535076
Germany,Spain,0.0,12518.0909962695
Germany,Austria,0.0,11111.7209280424
Italy,China,43662.4903041451,8383.012806068
Italy,Germany,19472.399210087,10271.3444145836
Italy,United States of America,11702.324424109,15009.5840780387
Italy,India,11419.357984313,0.0
Italy,Libya,8117.61396473,0.0
Italy,France,7008.163909614,9264.23270347519
Italy,Spain,5568.68821492513,6652.14296745584
Italy,United Kingdom,4344.8359239712,7787.436392936
Italy,Others,71001.4829849641,51924.8557227587
Italy,Turkey,0.0,3997.26130169905
Italy,Switzerland,0.0,3502.16095518
Ghana,China,1386.26024058497,0.0
Ghana,India,1002.1084977959,116.813067
Ghana,South Africa,356.4991990425,0.0
Ghana,United States of America,277.7040379111,335.97978237
Ghana,Germany,148.63787006181,211.58514114
Ghana,United Kingdom,143.02825483002,227.58889051
Ghana,Nigeria,112.32700447202,108.109798841
Ghana,Italy,105.21229928573,103.623392599
Ghana,Others,1083.73855770894,995.29140164701
Ghana,France,0.0,100.899095461
Ghana,Netherlands,0.0,98.7676600645
Eritrea,China,25.91890044505,2.616202782
Eritrea,United States of America,16.85413253314,2.833784065
Eritrea,Italy,14.687129106552,0.9606519382
Eritrea,Germany,6.21881146373599,1.4467475889
Eritrea,South Africa,5.90252311541,0.0
Eritrea,Indonesia,5.6628184174608,0.0
Eritrea,India,5.48116810223,0.0
Eritrea,South Korea,5.0232139783,0.0
Eritrea,Others,80.9376792353957,28.285444465881
Eritrea,Serbia,0.0,10.988309688
Eritrea,United Kingdom,0.0,1.4234225169
Eritrea,Japan,0.0,1.3525666357
Eritrea,Montenegro,0.0,1.1390320918
Nepal,China,1462.4743361497,33.56185824
Nepal,India,973.4123007257,1036.0382063
Nepal,Thailand,157.26697990245,0.0
Nepal,United States of America,138.2053980983,174.4736904
Nepal,Japan,138.005258687,22.43382312
Nepal,South Korea,136.095773354,0.0
Nepal,Indonesia,111.12450566962,0.0
Nepal,Malaysia,96.121550058,0.0
Nepal,Others,715.155734043556,180.06339959891
Nepal,Germany,0.0,35.7763309
Nepal,United Kingdom,0.0,32.4186564
Nepal,France,0.0,18.577422279
Nepal,Italy,0.0,14.849294044
Colombia,United States of America,9116.651142822,2356.5698755
Colombia,China,8731.22716200423,0.0
Colombia,India,1684.6768914748,0.0
Colombia,Venezuela,1682.7846337858,1640.43311632
Colombia,Brazil,1309.804883618,393.20075398
Colombia,Germany,1081.35770231092,235.07186707
Colombia,Ecuador,935.62891857,793.53939238
Colombia,Mexico,927.507876426022,260.6870253
Colombia,Others,9934.12260389239,2605.70374222728
Colombia,Peru,0.0,371.38005441
Colombia,Canada,0.0,266.94491745
Singapore,China,37276.9638322909,4307.01188345
Singapore,Malaysia,15249.574075232,2744.7362524099
Singapore,Indonesia,12157.8655247032,3986.903513787
Singapore,United States of America,11794.049472281,2092.809173181
Singapore,India,9333.246871617,1243.55307323
Singapore,Japan,7968.26389409,1659.857568021
Singapore,South Korea,4489.01408139,0.0
Singapore,Taiwan,3369.0478245415,0.0
Singapore,Others,25443.4503327744,8330.83880887126
Singapore,Australia,0.0,1312.1313510426
Singapore,Vietnam,0.0,1189.357117493
Ivory Coast,China,525.26439833394,0.0
Ivory Coast,India,246.46728446838,238.69491027
Ivory Coast,France,155.01870201722,462.77792395
Ivory Coast,Nigeria,152.92964556647,0.0
Ivory Coast,United States of America,88.5723364035,421.18296201
Ivory Coast,Germany,66.7281226679355,233.6647732
Ivory Coast,South Africa,54.84075122271,0.0
Ivory Coast,Italy,50.114141939171,199.40764424
Ivory Coast,Others,501.597560209454,1439.7739314077
Ivory Coast,Spain,0.0,180.3170063
Ivory Coast,United Kingdom,0.0,155.85326483
Ivory Coast,Mali,0.0,142.24290266
Slovenia,China,1566.09201848995,264.00996795
Slovenia,Germany,1023.20142426488,1110.67656946
Slovenia,Italy,703.701491191017,703.07650424
Slovenia,Croatia,703.051644013,489.60885283
Slovenia,Austria,540.47237551166,319.33806318
Slovenia,United States of America,385.2100171691,663.5295786
Slovenia,India,271.7433045596,0.0
Slovenia,Bosnia and Herzegovina,246.84405813,0.0
Slovenia,Others,2963.4071521725,2807.21996988799
Slovenia,France,0.0,367.9068823
Slovenia,United Kingdom,0.0,288.17976336
Malawi,South Africa,704.164180695,91.28331139
Malawi,India,247.60646292132,0.0
Malawi,China,134.29154229351,0.0
Malawi,Tanzania,34.336302309,0.0
Malawi,United States of America,33.0084543995,67.27918064
Malawi,Japan,27.34108452442,26.69400277
Malawi,Zambia,20.1237129539,0.0
Malawi,United Kingdom,19.21968706852,35.19521616
Malawi,Others,208.927307959176,207.746017628642
Malawi,Germany,0.0,25.71905627
Malawi,Serbia,0.0,16.6322596
Malawi,Spain,0.0,14.999140188
Malawi,France,0.0,12.433608733
Tunisia,China,1900.04384190202,0.0
Tunisia,France,747.6795777543,2066.75060312
Tunisia,India,722.5343760145,0.0
Tunisia,Italy,698.731080826065,1413.90833092
Tunisia,Germany,618.272628820068,754.30265815
Tunisia,United States of America,546.0314137783,491.59387415
Tunisia,Spain,301.138005381487,657.22876174
Tunisia,Egypt,200.363420321,0.0
Tunisia,Others,2695.16301081554,2740.55140017423
Tunisia,United Kingdom,0.0,526.97232361
Tunisia,Libya,0.0,334.02297086
Tunisia,Belgium,0.0,264.59883515
Benin,China,215.79831448226,0.0
Benin,France,81.68596532438,0.0
Benin,India,60.6874227053,191.49222814
Benin,Togo,47.6894002001,19.9047627
Benin,Ivory Coast,45.110195509,0.0
Benin,United States of America,42.823997194,0.0
Benin,Ghana,34.4251784569,0.0
Benin,Germany,32.1439803568149,0.0
Benin,Others,404.575912445335,244.57724914932
Benin,Nigeria,0.0,152.27896751
Benin,Serbia,0.0,46.9681997
Benin,Niger,0.0,39.592632342
Benin,Indonesia,0.0,35.72384368
Benin,Brazil,0.0,24.55430379
Benin,Italy,0.0,19.592066814
Maldives,India,238.05017969425,0.0
Maldives,China,96.92226662117,6.56245947
Maldives,Malaysia,52.9435568428,0.0
Maldives,Thailand,39.58123535034,0.0
Maldives,United States of America,36.0759053475,36.42475938
Maldives,Indonesia,33.873672301562,0.0
Maldives,Sri Lanka,33.4144961299,13.3092137301
Maldives,Japan,28.8455627933,13.935460019
Maldives,Others,207.474910456673,78.375748317284
Maldives,Serbia,0.0,23.48157338
Maldives,United Kingdom,0.0,17.01694499
Maldives,Germany,0.0,8.109836924
Maldives,Singapore,0.0,4.23767383
Mozambique,South Africa,1173.090696783,155.025448246
Mozambique,India,175.44031683866,54.549954572
Mozambique,China,155.33471282433,24.939852563
Mozambique,United States of America,53.6911476315,30.639540264
Mozambique,Portugal,37.5811922007,0.0
Mozambique,Germany,21.6247994896692,20.99385052
Mozambique,Japan,16.46012822087,20.266823687
Mozambique,Taiwan,15.50029069899,0.0
Mozambique,Others,214.598380115775,206.819739446087
Mozambique,Spain,0.0,20.4814826347
Mozambique,United Kingdom,0.0,17.230773647
Belgium,China,12533.5419382665,3231.52219472
Belgium,Germany,6640.65675880617,5638.95481706
Belgium,United States of America,4750.219007866,5206.3084653
Belgium,Netherlands,3802.2762610152,3134.278503169
Belgium,India,3082.815010479,2268.27745427
Belgium,France,2933.4820560672,6715.8235944
Belgium,United Kingdom,1836.6747342792,5545.60942128
Belgium,Algeria,1628.53754989,0.0
Belgium,Others,17034.2694534107,23091.915738703
Belgium,Italy,0.0,3124.04406029
Mauritius,India,1004.5167536859,0.0
Mauritius,China,894.34443606498,32.382325532
Mauritius,South Africa,844.270515311,0.0
Mauritius,United States of America,134.5999042905,87.788431415
Mauritius,Australia,132.9160890306,0.0
Mauritius,Malaysia,108.080872026,0.0
Mauritius,France,88.4714047054,117.056472665
Mauritius,Germany,79.5070225959942,44.888857603
Mauritius,Others,865.190066534523,267.23081219199
Mauritius,United Kingdom,0.0,150.457960708
Mauritius,Madagascar,0.0,38.1752236649
Mauritius,Italy,0.0,24.121994506
Mauritius,Japan,0.0,17.052820931
Bosnia and Herzegovina,Croatia,428.581354427,524.03353297
Bosnia and Herzegovina,Italy,380.071071896493,682.88598642
Bosnia and Herzegovina,Germany,217.977170356149,651.81298032
Bosnia and Herzegovina,China,214.36291833849,0.0
Bosnia and Herzegovina,Slovenia,196.842103061,246.84405813
Bosnia and Herzegovina,United States of America,78.3896137171,293.14022145
Bosnia and Herzegovina,Austria,74.29564704079,177.984959414
Bosnia and Herzegovina,Hungary,74.1308907,0.0
Bosnia and Herzegovina,Others,731.190073337593,1397.08582618033
Bosnia and Herzegovina,France,0.0,220.77716147
Bosnia and Herzegovina,Serbia,0.0,128.8573134
Jordan,China,2699.49555293487,151.24890901
Jordan,India,864.6779538586,1161.27592505
Jordan,United States of America,684.3998233865,262.22386801
Jordan,Germany,423.648357578396,0.0
Jordan,Egypt,380.265532946,141.260021264
Jordan,Turkey,282.8021293107,0.0
Jordan,Japan,226.8411318363,151.3351945
Jordan,South Korea,196.158336072,0.0
Jordan,Others,2169.21881724744,879.456915824485
Jordan,Thailand,0.0,85.567016738
Jordan,United Kingdom,0.0,76.51299262
Jordan,Indonesia,0.0,72.54051372
Cameroon,China,601.86481055683,227.1758628
Cameroon,France,219.83181508175,261.735171865
Cameroon,Nigeria,162.92434991019,0.0
Cameroon,United States of America,151.3918854557,327.54122633
Cameroon,India,136.2243953028,0.0
Cameroon,Germany,107.629795683625,105.90613707
Cameroon,Japan,93.0578222239,0.0
Cameroon,South Africa,72.1840984522,0.0
Cameroon,Others,710.363921742813,913.91758285781
Cameroon,Italy,0.0,1337.64583111
Cameroon,Spain,0.0,375.397696621
Cameroon,United Kingdom,0.0,106.179403787
Cameroon,Taiwan,0.0,55.179266214
Argentina,China,12787.5136183116,1835.11753891072
Argentina,Brazil,10628.34314158,14138.7848578039
Argentina,United States of America,6106.335010565,4239.24035792693
Argentina,India,2534.455346952,0.0
Argentina,Germany,1758.60057550295,1231.20542498205
Argentina,Japan,1695.403895689,0.0
Argentina,Spain,1130.79948771398,0.0
Argentina,Chile,1113.871101864,4677.72725906269
Argentina,Others,12127.3966991542,12166.263206253
Argentina,Uruguay,0.0,1551.40792816829
Argentina,Paraguay,0.0,1281.81933354107
Argentina,Italy,0.0,930.565652306618
Ireland,China,5814.08267353087,518.81606866
Ireland,United Kingdom,3592.3639756361,4446.4216102
Ireland,United States of America,3450.565755099,2112.35490166
Ireland,Germany,1472.04060013332,1334.87706507
Ireland,India,1249.7654478513,0.0
Ireland,Japan,951.729606101,530.791399982
Ireland,France,513.1755474459,862.734648883
Ireland,Italy,480.01862682415,482.608765789
Ireland,Others,6773.83112011697,4804.55880717769
Ireland,Switzerland,0.0,487.21573014
Qatar,China,1447.42489352923,4185.53453546
Qatar,India,1322.0393591205,1121.620481147
Qatar,United States of America,736.2401219259,2553.72142002
Qatar,Japan,394.081289841,8828.79301606
Qatar,Germany,276.353070072051,0.0
Qatar,South Korea,243.639970881,7704.77462536
Qatar,United Kingdom,198.48905243679,0.0
Qatar,Italy,171.191567610477,0.0
Qatar,Others,1763.82003202793,4639.84077993373
Qatar,Thailand,0.0,512.849584299
Qatar,Singapore,0.0,512.331397856
Qatar,Indonesia,0.0,374.661986431
Romania,China,6490.25483024879,989.178323499
Romania,Germany,2145.03777251586,2950.617561012
Romania,Italy,1727.16678959141,2631.379385046
Romania,United States of America,1071.9938988528,2052.31834361
Romania,Bulgaria,1008.6996052406,0.0
Romania,India,931.0453295588,0.0
Romania,Hungary,807.26443584,0.0
Romania,Poland,741.2279292749,0.0
Romania,Others,7804.986726085,7346.84067104601
Romania,Turkey,0.0,2477.750589173
Romania,United Kingdom,0.0,1183.742387461
Romania,France,0.0,1146.89673846
Romania,Spain,0.0,591.885791804
Sudan,China,10.33368052441,0.0
Sudan,Zimbabwe,5.155672471,0.0
Sudan,South Africa,4.032307244057,0.0
Sudan,United States of America,2.89995620703,0.0
Sudan,Poland,2.70937881846,0.0
Sudan,India,2.6641015313,0.0
Sudan,Taiwan,2.33907482506,0.0
Sudan,Japan,1.84320329645,0.0
Sudan,Others,31.9021071877818,0.0
Sudan,Albania,0.0,0.0
Sudan,Algeria,0.0,0.0
Sudan,Andorra,0.0,0.0
Sudan,Angola,0.0,0.0
Sudan,Antigua and Barbuda,0.0,0.0
Sudan,Argentina,0.0,0.0
Sudan,Aruba,0.0,0.0
Sudan,Afghanistan,0.0,0.0
Greenland,Denmark,90.5274739363,0.0
Greenland,China,38.33992012857,0.0
Greenland,Poland,22.4729084992,0.0
Greenland,Germany,19.0314035316274,0.0
Greenland,United States of America,14.62055431989,0.0
Greenland,India,10.27503995319,0.0
Greenland,Norway,10.230197313,0.0
Greenland,Netherlands,5.96278213768,0.0
Greenland,Others,97.2060786298539,0.0
Greenland,Albania,0.0,0.0
Greenland,Algeria,0.0,0.0
Greenland,Andorra,0.0,0.0
Greenland,Angola,0.0,0.0
Greenland,Antigua and Barbuda,0.0,0.0
Greenland,Argentina,0.0,0.0
Greenland,Aruba,0.0,0.0
Greenland,Afghanistan,0.0,0.0
Equatorial Guinea,Others,0.0,0.0
Costa Rica,United States of America,2916.987967737,1264.10909394
Costa Rica,China,1099.1463696607,0.0
Costa Rica,Mexico,376.618654582563,107.660072403
Costa Rica,Japan,201.6574505972,0.0
Costa Rica,India,173.28643040656,0.0
Costa Rica,Brazil,169.0424098107,0.0
Costa Rica,South Korea,155.1597385658,0.0
Costa Rica,Taiwan,152.3444493977,0.0
Costa Rica,Others,1888.60438211859,869.77615113414
Costa Rica,United Kingdom,0.0,215.86085273
Costa Rica,Panama,0.0,141.421244535
Costa Rica,Nicaragua,0.0,103.550843494
Costa Rica,Guatemala,0.0,97.849453106
Costa Rica,Germany,0.0,81.43581644
Costa Rica,El Salvador,0.0,75.107488924
Greece,China,7575.77597204183,0.0
Greece,Germany,3212.97102101033,836.75296458457
Greece,Italy,2268.6466819233,760.88875903383
Greece,United States of America,2042.119503226,916.2127139186
Greece,Bulgaria,1765.5372201259,344.872377316066
Greece,India,1717.743497443,0.0
Greece,Algeria,1117.03983421,0.0
Greece,France,872.7973561806,370.83827897478
Greece,Others,12724.0705376652,3946.94442234019
Greece,United Kingdom,0.0,561.3113878727
Greece,Turkey,0.0,467.17279148132
Greece,Albania,0.0,332.3308353332
Comoros,Others,0.0,0.0
China,South Korea,95451.328332,79523.4038138507
China,Japan,69777.9462394,211407.330231063
China,United States of America,67054.4226827,501965.416387193
China,India,44272.60473496,61113.6115529622
China,Germany,27992.1172008947,98151.1689715594
China,Indonesia,19943.703753228,0.0
China,Malaysia,19827.6563386,0.0
China,Australia,18694.1386355,0.0
China,Others,188880.907291731,727405.862597583
China,Hong Kong,0.0,230829.825626792
China,United Kingdom,0.0,89309.6826961196
China,Canada,0.0,54871.2844638079
Liechtenstein,China,11.35028329545,0.0
Liechtenstein,India,5.14645105657,0.0
Liechtenstein,South Africa,4.810432526063,0.0
Liechtenstein,Zimbabwe,4.458061151,0.0
Liechtenstein,United States of America,3.95853408673,0.0
Liechtenstein,Poland,3.9036298196,0.0
Liechtenstein,Taiwan,3.40510897923,0.0
Liechtenstein,Vietnam,3.3466521257455,0.0
Liechtenstein,Others,58.9404615076205,0.0
Liechtenstein,Albania,0.0,0.0
Liechtenstein,Algeria,0.0,0.0
Liechtenstein,Andorra,0.0,0.0
Liechtenstein,Angola,0.0,0.0
Liechtenstein,Antigua and Barbuda,0.0,0.0
Liechtenstein,Argentina,0.0,0.0
Liechtenstein,Aruba,0.0,0.0
Liechtenstein,Afghanistan,0.0,0.0
Denmark,China,8302.19498386038,732.69350908
Denmark,Germany,4421.15632873204,1408.506681477
Denmark,United States of America,2236.764845404,1291.602294556
Denmark,India,1500.1455662464,0.0
Denmark,Poland,1123.1365741337,0.0
Denmark,United Kingdom,1048.59045643986,1225.004792625
Denmark,Netherlands,985.7401670304,0.0
Denmark,Sweden,901.37598514,1308.2371947737
Denmark,Others,10595.9482916694,4935.0978607113
Denmark,Norway,0.0,694.3514133071
Denmark,France,0.0,588.7187198938
Denmark,Italy,0.0,430.4615805673
Guyana,United States of America,31030.48893294,3.9984628635
Guyana,Trinidad and Tobago,14669.6901834,0.51382718596
Guyana,Venezuela,6738.361921027,0.0
Guyana,China,6202.41128571966,0.560503489
Guyana,Japan,2438.59152771,0.0
Guyana,India,1818.1136439443,0.0
Guyana,Netherlands,1701.3032289239,0.58007256172
Guyana,United Kingdom,1287.336405484,2.5210966235
Guyana,Others,10092.8002098909,6.21014969914889
Guyana,Canada,0.0,0.9793814284
Guyana,Jamaica,0.0,0.75156061287
Guyana,Germany,0.0,0.5445752604
Luxembourg,Germany,2678.75729752149,670.94306429
Luxembourg,China,2139.78257568499,338.011637206
Luxembourg,Belgium,1727.564988156,280.2673632515
Luxembourg,United States of America,1327.9369382274,485.318773393
Luxembourg,France,905.0620591904,725.294591222
Luxembourg,India,539.1028133012,0.0
Luxembourg,Netherlands,534.81445067635,0.0
Luxembourg,Italy,346.52647588565,451.633983103
Luxembourg,Others,3690.09948210077,2014.3917906705
Luxembourg,United Kingdom,0.0,341.955172664
Luxembourg,Spain,0.0,221.2123896137
Kenya,India,3650.028254152,66.4777087542
Kenya,China,1658.19387724076,0.0
Kenya,South Africa,1428.412477387,0.0
Kenya,United States of America,851.2846525102,85.5063142344
Kenya,Japan,499.3339756151,0.0
Kenya,United Kingdom,360.0300548622,128.5286635953
Kenya,Germany,315.684584139403,63.3301864645
Kenya,Egypt,225.999478896,0.0
Kenya,Others,2824.70731462067,602.81399371136
Kenya,Uganda,0.0,438.6715040387
Kenya,Tanzania,0.0,159.0157321124
Kenya,Democratic Republic of the Congo,0.0,99.3470198513
Kenya,Rwanda,0.0,66.305404875
Vanuatu,Australia,26.95349465601,0.0
Vanuatu,China,23.94864890245,1.17185221
Vanuatu,India,11.72070900083,11.98345257
Vanuatu,Japan,9.31890983503,3.38754762
Vanuatu,United States of America,6.45619426361,1.418679215
Vanuatu,New Zealand,6.3168132109243,0.0
Vanuatu,South Africa,4.656596434172,0.0
Vanuatu,Taiwan,4.31143269777,0.0
Vanuatu,Others,70.0445565449012,11.5545780861988
Vanuatu,Indonesia,0.0,6.062498772
Vanuatu,Serbia,0.0,3.78851514
Vanuatu,South Korea,0.0,1.110082929
Vanuatu,Germany,0.0,0.582114798
Guatemala,United States of America,2445.517760675,1541.47144985
Guatemala,China,836.88641768863,0.0
Guatemala,Mexico,656.026951808425,157.975952952
Guatemala,El Salvador,312.9281064108,537.1515669882
Guatemala,Panama,200.0899557078,105.8091277294
Guatemala,Taiwan,192.95698703543,0.0
Guatemala,India,181.1368069953,0.0
Guatemala,Japan,160.1320493092,0.0
Guatemala,Others,1793.68812144517,754.583676952078
Guatemala,Honduras,0.0,239.5273088367
Guatemala,Costa Rica,0.0,140.905096725
Guatemala,Nicaragua,0.0,130.0387821882
Guatemala,Germany,0.0,87.569051452
Cambodia,China,1516.33314064383,117.7771553
Cambodia,Thailand,519.0153936224,51.68393424
Cambodia,Vietnam,347.115474245326,40.50560587
Cambodia,Taiwan,262.38387212435,0.0
Cambodia,India,174.8730396821,0.0
Cambodia,Malaysia,165.119414947,0.0
Cambodia,Japan,163.1625389596,39.00366385
Cambodia,South Korea,150.6259999618,0.0
Cambodia,Others,800.584781735591,311.575320747384
Cambodia,United States of America,0.0,570.424775
Cambodia,Singapore,0.0,66.84827034
Cambodia,United Kingdom,0.0,57.6088093
Cambodia,Germany,0.0,53.9774855
Angola,South Africa,2194.756238878,0.0
Angola,China,782.22445330178,5623.9619232
Angola,Portugal,719.6174903541,0.0
Angola,United States of America,586.5921353033,3324.097478
Angola,Brazil,453.6535826433,0.0
Angola,India,397.0833998644,0.0
Angola,Namibia,311.063695921,0.0
Angola,Germany,160.615693096604,182.84881002
Angola,Others,1627.59792905394,1839.14332154317
Angola,South Korea,0.0,788.67007422
Angola,Spain,0.0,450.65467641
Angola,France,0.0,372.20717233
Angola,Japan,0.0,291.25914515
Angola,Hong Kong,0.0,189.5957899
Bhutan,China,63.53881100767,16.01706294
Bhutan,India,59.6773697302,332.80376049
Bhutan,Japan,55.7792642867,6.84742408
Bhutan,United States of America,23.6920986845,26.21264211
Bhutan,Thailand,21.5501939293,0.0
Bhutan,Taiwan,14.3149485357,0.0
Bhutan,South Korea,11.3172281746,0.0
Bhutan,Vietnam,10.4685915059679,0.0
Bhutan,Others,211.748443711797,150.527840851426
Bhutan,Serbia,0.0,31.01395193
Bhutan,United Kingdom,0.0,9.21294794
Bhutan,Germany,0.0,8.13663818
Bhutan,Nigeria,0.0,4.990254221
Bulgaria,China,1854.34578151347,0.0
Bulgaria,Germany,871.325454747455,2426.821464498
Bulgaria,Turkey,467.9930210245,2885.016946295
Bulgaria,United States of America,427.5753758544,2055.648365047
Bulgaria,Italy,410.727352873692,2145.927443688
Bulgaria,Greece,344.872377316066,1765.5372201259
Bulgaria,India,327.4387090418,0.0
Bulgaria,Romania,309.268317554,1008.6996052406
Bulgaria,Others,2964.00504256759,8707.11565697784
Bulgaria,France,0.0,1460.414616271
Bulgaria,United Kingdom,0.0,1107.763187427
Grenada,Others,0.0,0.0
Georgia,Turkey,462.063807198,270.90278318
Georgia,China,195.03428785536,52.51092157
Georgia,Bulgaria,169.9365789757,0.0
Georgia,Germany,138.238003807825,55.07099673
Georgia,United States of America,127.3229853188,94.13953476
Georgia,India,72.0641557642,0.0
Georgia,Italy,49.033601342494,56.584671181
Georgia,Romania,37.1715738203,0.0
Georgia,Others,527.380453270302,467.03130027784
Georgia,France,0.0,81.165329815
Georgia,Serbia,0.0,53.52678723
Georgia,United Kingdom,0.0,39.66519811
New Caledonia,Australia,167.8229701752,37.101680914
New Caledonia,China,120.41914328618,55.06220805
New Caledonia,France,112.78649417693,23.632637962
New Caledonia,United States of America,45.435319621,43.03931915
New Caledonia,New Zealand,33.291157521751,0.0
New Caledonia,Germany,30.1508980156728,0.0
New Caledonia,India,22.40157069976,0.0
New Caledonia,Japan,20.6592274524,84.86030137
New Caledonia,Others,263.274778984472,138.34376476371
New Caledonia,South Korea,0.0,16.351398519
New Caledonia,Serbia,0.0,14.7906573
New Caledonia,Spain,0.0,11.274739967
Pakistan,China,7039.02969202647,5305.7891852
Pakistan,India,1147.1590779543,0.0
Pakistan,United States of America,831.9242218191,7534.71829889
Pakistan,Japan,651.499370051,1090.57341646
Pakistan,South Korea,503.042007902,0.0
Pakistan,Thailand,447.26982044179,0.0
Pakistan,Taiwan,434.90859435975,0.0
Pakistan,Germany,374.578661588988,2036.99629538
Pakistan,Others,2910.27386254174,9604.36773234564
Pakistan,Hong Kong,0.0,1709.42652537
Pakistan,United Kingdom,0.0,1697.26026413
Pakistan,France,0.0,996.60030546
Pakistan,Canada,0.0,996.072563818
Rwanda,India,182.6202301987,0.0
Rwanda,China,140.71927682012,10.147787179
Rwanda,United States of America,85.5485138151,5.534213262
Rwanda,Kenya,66.305404875,0.0
Rwanda,South Africa,61.24070266,2.25676828
Rwanda,Japan,36.2290546885,0.0
Rwanda,Germany,30.8049031532633,2.500837203
Rwanda,Belgium,27.7123903813,0.0
Rwanda,Others,405.142384559489,28.771776681992
Rwanda,Serbia,0.0,6.8497578
Rwanda,Hong Kong,0.0,3.301767524
Rwanda,United Kingdom,0.0,1.921445119
Rwanda,Malaysia,0.0,1.809237522
Algeria,China,5331.00812243909,2738.6675304
Algeria,United States of America,1542.0208476401,16773.3775266
Algeria,France,1196.9697825053,16281.03848881
Algeria,Germany,958.744223607077,5287.81679966
Algeria,India,895.4740563554,0.0
Algeria,Spain,803.91149322543,7309.28154049
Algeria,Italy,787.79371273834,4237.0514822
Algeria,Turkey,550.2797416599,0.0
Algeria,Others,4546.89035801408,23504.3193767368
Algeria,Brazil,0.0,6567.34927169
Algeria,United Kingdom,0.0,4057.9198372
Kiribati,Others,0.0,0.0
Syria,China,2093.39164344206,314.99205175
Syria,India,834.1846123036,0.0
Syria,United States of America,318.8699521675,711.75338541
Syria,Germany,316.877953677216,1754.1472547
Syria,Turkey,276.1430071252,1495.38900392
Syria,Italy,219.482673560584,1186.41235914
Syria,Taiwan,194.1738194161,0.0
Syria,Japan,152.2835749462,0.0
Syria,Others,1559.79733930988,2942.3590450926
Syria,France,0.0,878.25410518
Syria,Spain,0.0,662.53106627
Syria,United Kingdom,0.0,443.3402155
Bermuda,United States of America,166.4280014551,3.9588397017
Bermuda,China,86.60793223431,0.0
Bermuda,Japan,34.5499355125,0.0
Bermuda,United Kingdom,26.951879566824,1.8448118013
Bermuda,Taiwan,18.67782795808,0.0
Bermuda,Italy,15.399163536967,0.0
Bermuda,India,14.98753693274,0.0
Bermuda,Canada,14.6382065174345,0.0
Bermuda,Others,151.718526606126,21.0258074564898
Bermuda,Norway,0.0,13.05969078925
Bermuda,Switzerland,0.0,2.2667350489
Bermuda,Luxembourg,0.0,1.72682245571
Bermuda,Germany,0.0,1.5445889437
Bermuda,Nigeria,0.0,1.50226797602
Bermuda,Serbia,0.0,1.381198736
Finland,China,6318.12362824389,2198.072951
Finland,Germany,2429.7662049902,1440.00514775
Finland,United States of America,2284.161986025,2528.1137388
Finland,India,1011.9714995856,0.0
Finland,Japan,810.548705884,617.89899276
Finland,United Kingdom,673.75164433854,1451.1891631
Finland,Italy,587.80690485816,724.50648275
Finland,Sweden,548.93946623,1213.71673539
Finland,Others,7743.42663446377,8089.39209149051
Finland,France,0.0,970.94007554
Antigua and Barbuda,United States of America,149.1486124648,3.867707598
Antigua and Barbuda,Trinidad and Tobago,25.892664846,0.0
Antigua and Barbuda,Netherlands,23.52962660297,2.5599368
Antigua and Barbuda,China,22.6061584609,3.37845727
Antigua and Barbuda,Japan,8.32535305506,0.0
Antigua and Barbuda,Canada,8.02513891962719,0.0
Antigua and Barbuda,Croatia,7.5422983963,0.0
Antigua and Barbuda,India,6.64587438825,0.0
Antigua and Barbuda,Others,87.0877845151421,33.535941079494
Antigua and Barbuda,Germany,0.0,8.93008595
Antigua and Barbuda,Serbia,0.0,8.80424953
Antigua and Barbuda,South Korea,0.0,6.756785583
Antigua and Barbuda,Guyana,0.0,6.32503213
Antigua and Barbuda,United Kingdom,0.0,2.095345049
South Korea,China,79523.4038138507,95451.328332
South Korea,United States of America,28756.51746276,40649.45049263
South Korea,Japan,24017.69258851,22933.82716466
South Korea,India,7805.453150304,8592.01183684
South Korea,Taiwan,6967.4977770933,0.0
South Korea,Indonesia,6799.544344993,5569.8441165
South Korea,Australia,6251.692725019,0.0
South Korea,Malaysia,4839.81347978,0.0
South Korea,Others,42395.6818706094,65164.6327834071
South Korea,Hong Kong,0.0,9007.4945873
South Korea,United Kingdom,0.0,5623.3655511
South Korea,Germany,0.0,5023.0860598
Timor-Leste,Others,0.0,0.0
Samoa,United States of America,15.82792381307,2.446804414
Samoa,China,12.65160529262,1.568711398
Samoa,Australia,11.81244805754,20.637038362
